X,Y
0.0,3.764052345967664
0.02506265664160401,2.413943136703323
0.05012531328320802,3.008809456197518
0.07518796992481203,4.289728962382682
0.10025062656641603,3.9376073037402772
0.12531328320802004,1.1163961984897404
0.15037593984962405,3.069751959137644
0.17543859649122806,1.9966056169801496
0.20050125313283207,2.075289968683813
0.22556390977443608,2.6218288429457406
0.2506265664160401,2.3900918698461484
0.2756892230576441,3.7371494070305937
0.3007518796992481,3.0826565892031854
0.3258145363408521,2.4838506763382924
0.3508771929824561,2.8483009973583973
0.37593984962406013,2.781964267677873
0.40100250626566414,3.987689601967525
0.42606516290726815,2.335113501037567
0.45112781954887216,2.901207807077017
0.47619047619047616,1.7829808367079867
0.5012531328320802,0.1339473151116759
0.5263157894736842,3.391191624234989
0.5513784461152882,3.6532674195412205
0.5764411027568922,2.098389730589688
0.6015037593984962,5.162337793362864
0.6265664160401002,1.4903872783302459
0.6516290726817042,3.0426564549326067
0.6766917293233082,2.8616659077552855
0.7017543859649122,4.633217506776834
0.7268170426065163,4.62085088745374
0.7518796992481203,3.3567863887606446
0.7769423558897243,3.6294686926920554
0.8020050125313283,2.411935421128992
0.8270676691729323,1.3661154438305108
0.8521303258145363,3.0447952203198083
0.8771929824561403,3.5932869446027556
0.9022556390977443,4.709726771802711
0.9273182957393483,4.722416310736579
0.9523809523809523,3.1712498522809383
0.9774436090225563,3.292594827203937
1.0025062656641603,2.580290805485242
1.0275689223057642,2.240246046710138
1.0526315789473684,1.982741336025236
1.0776942355889725,5.665720086961131
1.1027568922305764,3.228274973921148
1.1278195488721803,3.3197540642237215
1.1528822055137844,2.5217285540175274
1.1779448621553885,4.565386251808446
1.2030075187969924,2.183935407256717
1.2280701754385963,3.5914918289004287
1.2531328320802004,2.9115295020161334
1.2781954887218046,4.192938997694044
1.3032581453634084,3.290467716462404
1.3283208020050123,2.612000683524965
1.3533834586466165,3.7518705954143767
1.3784461152882206,4.191809630881851
1.4035087719298245,3.809378885198644
1.4285714285714284,4.020639532271509
1.4536340852130325,3.0550459516077346
1.4786967418546366,3.2937034910144973
1.5037593984962405,2.9469282786467272
1.5288220551378444,3.2186479230020573
1.5538847117794485,2.7197459104041566
1.5789473684210527,1.7571995711298558
1.6040100250626566,3.6074269636886216
1.6290726817042605,2.9707066489497618
1.6541353383458646,1.6807931818995498
1.6791979949874687,3.708353524440285
1.7042606516290726,2.2689965223672197
1.7293233082706765,3.155185214140536
1.7543859649122806,3.755583282516424
1.7794486215538847,3.075132223959888
1.8045112781954886,4.001714886291103
1.8295739348370925,1.5402748530724113
1.8546365914786966,3.0869721160437096
1.8796992481203008,1.9062234762411632
1.9047619047619047,1.6236507114386585
1.9298245614035086,1.8161692644253553
1.9548872180451127,1.981347173799458
1.9799498746867168,2.2444155017815075
2.0050125313283207,0.9160871124866208
2.0300751879699246,2.8728595735002775
2.0551378446115285,2.326479960440979
2.080200501253133,0.21153110302430012
2.1052631578947367,3.121346787879506
2.1303258145363406,3.4128605637523215
2.155388471177945,2.5783835152759362
2.180451127819549,1.1012700816391676
2.2055137844611528,0.09119776950765468
2.2305764411027567,2.0965311438447065
2.2556390977443606,0.5186166007637235
2.280701754385965,2.023751431803964
2.305764411027569,0.8891079584386334
2.3308270676691727,1.5372286224912992
2.355889724310777,0.7971593272864042
2.380952380952381,1.0282330120167207
2.406015037593985,0.21390676655267796
2.4310776942355887,1.872119644648958
2.4561403508771926,0.0973132716341053
2.481203007518797,0.2580644324603478
2.506265664160401,1.6266313912566783
2.5313283208020048,-1.7149339775188703
2.556390977443609,-1.7461730485697315
2.581453634085213,0.38753793226920175
2.606516290726817,-1.858614806064242
2.631578947368421,1.1572262680468384
2.6566416040100247,-1.2980024203910463
2.681704260651629,-1.7267314382128172
2.706766917293233,0.8520419300864714
2.731829573934837,0.3214289700748383
2.756892230576441,0.6238864473394674
2.781954887218045,-0.41846133060035495
2.807017543859649,-2.2626652076519367
2.832080200501253,0.4357307752047743
2.8571428571428568,-1.8110624940228153
2.882205513784461,-0.8050355311128666
2.907268170426065,-0.720266866904773
2.932330827067669,-1.8780451167724406
2.9573934837092732,-1.1598654673517361
2.982456140350877,-0.8979553281952987
3.007518796992481,-1.485184271602486
